State,Year,Fuel,Value
New Mexico,2001,Commercial,1.8
New Mexico,2002,Commercial,1.7
New Mexico,2003,Commercial,1.8
New Mexico,2004,Commercial,1.7
New Mexico,2005,Commercial,1.7
New Mexico,2006,Commercial,1.5
New Mexico,2007,Commercial,1.5
New Mexico,2008,Commercial,1.7
New Mexico,2009,Commercial,1.6
New Mexico,2010,Commercial,1.6
New Mexico,2011,Commercial,1.5
New Mexico,2012,Commercial,1.5
New Mexico,2013,Commercial,1.7
New Mexico,2014,Commercial,1.6
New Mexico,2015,Commercial,1.7
New York,1990,Commercial,27.2
New York,1991,Commercial,26.8
New York,1992,Commercial,27.8
New York,1993,Commercial,28.5
New York,1994,Commercial,28
New York,1995,Commercial,27.1
New York,1996,Commercial,28
New York,1997,Commercial,29.8
New York,1998,Commercial,27.8
New York,1999,Commercial,30.3
New York,2000,Commercial,32.2
New York,2001,Commercial,30.7
New York,2002,Commercial,31.3
New York,2003,Commercial,33.2
New York,2004,Commercial,34.9
New York,2005,Commercial,28.7
New York,2006,Commercial,25.5
New York,2007,Commercial,26.8
New York,2008,Commercial,25.9
New York,2009,Commercial,25.2
New York,2010,Commercial,24.3
New York,2011,Commercial,24.3
New York,2012,Commercial,21
New York,2013,Commercial,22.4
New York,2014,Commercial,22
New York,2015,Commercial,22.8
North Carolina,1990,Commercial,3.8
North Carolina,1991,Commercial,3.6
North Carolina,1992,Commercial,3.8
North Carolina,1993,Commercial,4
North Carolina,1994,Commercial,4.3
North Carolina,1995,Commercial,4.1
North Carolina,1996,Commercial,4.7
North Carolina,1997,Commercial,4.5
North Carolina,1998,Commercial,4.3
North Carolina,1999,Commercial,4.1
North Carolina,2000,Commercial,4.6
North Carolina,2001,Commercial,4.5
North Carolina,2002,Commercial,4
North Carolina,2003,Commercial,4.9
North Carolina,2004,Commercial,5.3
North Carolina,2005,Commercial,5
North Carolina,2006,Commercial,4.6
North Carolina,2007,Commercial,4.2
North Carolina,2008,Commercial,5
North Carolina,2009,Commercial,5.2
North Carolina,2010,Commercial,5.1
North Carolina,2011,Commercial,4.3
North Carolina,2012,Commercial,4.1
North Carolina,2013,Commercial,4.3
North Carolina,2014,Commercial,4.8
North Carolina,2015,Commercial,5.8
North Dakota,1990,Commercial,0.7
North Dakota,1991,Commercial,0.8
North Dakota,1992,Commercial,0.7
North Dakota,1993,Commercial,0.7
North Dakota,1994,Commercial,0.8
North Dakota,1995,Commercial,0.8
North Dakota,1996,Commercial,0.9
North Dakota,1997,Commercial,0.9
North Dakota,1998,Commercial,0.8
North Dakota,1999,Commercial,0.8
North Dakota,2000,Commercial,0.9
North Dakota,2001,Commercial,0.9
North Dakota,2002,Commercial,0.9
North Dakota,2003,Commercial,0.9
North Dakota,2004,Commercial,1
North Dakota,2005,Commercial,1
North Dakota,2006,Commercial,0.7
North Dakota,2007,Commercial,1
North Dakota,2008,Commercial,0.9
North Dakota,2009,Commercial,0.9
North Dakota,2010,Commercial,0.9
North Dakota,2011,Commercial,1.3
North Dakota,2012,Commercial,1.1
North Dakota,2013,Commercial,1.5
North Dakota,2014,Commercial,1.5
North Dakota,2015,Commercial,1.1
Ohio,1990,Commercial,10.6
Ohio,1991,Commercial,10.6
Ohio,1992,Commercial,11.1
Ohio,1993,Commercial,11.2
Ohio,1994,Commercial,11.1
Ohio,1995,Commercial,11.6
Ohio,1996,Commercial,12.8
Ohio,1997,Commercial,12.5
Ohio,1998,Commercial,10.5
Ohio,1999,Commercial,10.9
Ohio,2000,Commercial,11.5
Ohio,2001,Commercial,11.1
Ohio,2002,Commercial,11.1
Ohio,2003,Commercial,11.5
Ohio,2004,Commercial,11.6
Ohio,2005,Commercial,11
Ohio,2006,Commercial,9.4
Ohio,2007,Commercial,10.3
Ohio,2008,Commercial,11.1
Ohio,2009,Commercial,10.8
Ohio,2010,Commercial,10.5
Ohio,2011,Commercial,10.6
Ohio,2012,Commercial,9.6
Ohio,2013,Commercial,10.8
Ohio,2014,Commercial,11.7
Ohio,2015,Commercial,11.8
Oklahoma,1990,Commercial,2.5
Oklahoma,1991,Commercial,2.5
Oklahoma,1992,Commercial,2.2
Oklahoma,1993,Commercial,2.4
Oklahoma,1994,Commercial,2.2
Oklahoma,1995,Commercial,2.3
Oklahoma,1996,Commercial,2.8
Oklahoma,1997,Commercial,3.2
Oklahoma,1998,Commercial,2.7
Oklahoma,1999,Commercial,2.4
Oklahoma,2000,Commercial,2.6
Oklahoma,2001,Commercial,2.6
Oklahoma,2002,Commercial,2.5
Oklahoma,2003,Commercial,2.3
Oklahoma,2004,Commercial,2.3
Oklahoma,2005,Commercial,2.4
Oklahoma,2006,Commercial,2.2
Oklahoma,2007,Commercial,2.6
Oklahoma,2008,Commercial,2.6
Oklahoma,2009,Commercial,2.7
Oklahoma,2010,Commercial,2.7
Oklahoma,2011,Commercial,2.6
Oklahoma,2012,Commercial,2.4
Oklahoma,2013,Commercial,2.8
Oklahoma,2014,Commercial,3
Oklahoma,2015,Commercial,3.1
Oregon,1990,Commercial,1.9
Oregon,1991,Commercial,1.9
Oregon,1992,Commercial,1.7
Oregon,1993,Commercial,1.8
Oregon,1994,Commercial,1.7
Oregon,1995,Commercial,1.8
Oregon,1996,Commercial,1.9
Oregon,1997,Commercial,1.9
Oregon,1998,Commercial,2
Oregon,1999,Commercial,2.1
Oregon,2000,Commercial,2.1
Oregon,2001,Commercial,2.2
Oregon,2002,Commercial,2.1
Oregon,2003,Commercial,1.8
Oregon,2004,Commercial,1.7
Oregon,2005,Commercial,1.9
Oregon,2006,Commercial,1.9
Oregon,2007,Commercial,1.9
Oregon,2008,Commercial,2
Oregon,2009,Commercial,2
Oregon,2010,Commercial,1.9
Oregon,2011,Commercial,2
Oregon,2012,Commercial,1.8
Oregon,2013,Commercial,1.8
Oregon,2014,Commercial,1.8
Oregon,2015,Commercial,2
Pennsylvania,1990,Commercial,13.1
Pennsylvania,1991,Commercial,13.1
Pennsylvania,1992,Commercial,14
Pennsylvania,1993,Commercial,13.2
Pennsylvania,1994,Commercial,14.3
Pennsylvania,1995,Commercial,14.1
Pennsylvania,1996,Commercial,14.3
Pennsylvania,1997,Commercial,13.5
Pennsylvania,1998,Commercial,12
Pennsylvania,1999,Commercial,12.1
Pennsylvania,2000,Commercial,12.8
Pennsylvania,2001,Commercial,12.6
Pennsylvania,2002,Commercial,12.6
Pennsylvania,2003,Commercial,13.3
Pennsylvania,2004,Commercial,12.9
Pennsylvania,2005,Commercial,12.8
Pennsylvania,2006,Commercial,11.7
Pennsylvania,2007,Commercial,12.4
Pennsylvania,2008,Commercial,11.6
Pennsylvania,2009,Commercial,10.8
Pennsylvania,2010,Commercial,10.5
Pennsylvania,2011,Commercial,10.3
Pennsylvania,2012,Commercial,9
Pennsylvania,2013,Commercial,10.5
Pennsylvania,2014,Commercial,11.2
Pennsylvania,2015,Commercial,11.5
Rhode Island,1990,Commercial,1.1
Rhode Island,1991,Commercial,1.2
Rhode Island,1992,Commercial,1.1
Rhode Island,1993,Commercial,1.1
Rhode Island,1994,Commercial,1.4
Rhode Island,1995,Commercial,1.3
Rhode Island,1996,Commercial,1.4
Rhode Island,1997,Commercial,1.4
Rhode Island,1998,Commercial,1.2
Rhode Island,1999,Commercial,1.1
Rhode Island,2000,Commercial,1.2
Rhode Island,2001,Commercial,1.3
Rhode Island,2002,Commercial,1.2
Rhode Island,2003,Commercial,1.3
Rhode Island,2004,Commercial,1.2
Rhode Island,2005,Commercial,1.1
Rhode Island,2006,Commercial,1
Rhode Island,2007,Commercial,1
Rhode Island,2008,Commercial,0.9
Rhode Island,2009,Commercial,1
Rhode Island,2010,Commercial,0.9
Rhode Island,2011,Commercial,0.9
Rhode Island,2012,Commercial,0.8
Rhode Island,2013,Commercial,0.9
Rhode Island,2014,Commercial,1.1
Rhode Island,2015,Commercial,1
South Carolina,1990,Commercial,1.4
South Carolina,1991,Commercial,1.4
South Carolina,1992,Commercial,1.6
South Carolina,1993,Commercial,1.8
South Carolina,1994,Commercial,1.7
South Carolina,1995,Commercial,1.7
South Carolina,1996,Commercial,1.8
South Carolina,1997,Commercial,1.7
South Carolina,1998,Commercial,2
South Carolina,1999,Commercial,2.3
South Carolina,2000,Commercial,1.8
South Carolina,2001,Commercial,1.7
South Carolina,2002,Commercial,1.6
South Carolina,2003,Commercial,1.7
South Carolina,2004,Commercial,1.7
South Carolina,2005,Commercial,1.7
South Carolina,2006,Commercial,1.8
South Carolina,2007,Commercial,1.6
South Carolina,2008,Commercial,1.7
South Carolina,2009,Commercial,1.6
South Carolina,2010,Commercial,1.8
South Carolina,2011,Commercial,1.6
South Carolina,2012,Commercial,1.6
South Carolina,2013,Commercial,1.7
South Carolina,2014,Commercial,1.8
South Carolina,2015,Commercial,2.1
South Dakota,1990,Commercial,0.7
South Dakota,1991,Commercial,0.7
South Dakota,1992,Commercial,0.7
South Dakota,1993,Commercial,0.7
South Dakota,1994,Commercial,0.7
South Dakota,1995,Commercial,0.8
South Dakota,1996,Commercial,0.8
South Dakota,1997,Commercial,0.8
South Dakota,1998,Commercial,0.7
South Dakota,1999,Commercial,0.7
South Dakota,2000,Commercial,0.7
South Dakota,2001,Commercial,0.7
South Dakota,2002,Commercial,0.7
South Dakota,2003,Commercial,0.7
South Dakota,2004,Commercial,0.7
South Dakota,2005,Commercial,0.7
South Dakota,2006,Commercial,0.6
South Dakota,2007,Commercial,0.7
South Dakota,2008,Commercial,0.8
South Dakota,2009,Commercial,0.8
South Dakota,2010,Commercial,0.8
South Dakota,2011,Commercial,0.8
South Dakota,2012,Commercial,0.6
South Dakota,2013,Commercial,0.8
South Dakota,2014,Commercial,0.8
South Dakota,2015,Commercial,0.7
Tennessee,1990,Commercial,3.4
Tennessee,1991,Commercial,3.4
Tennessee,1992,Commercial,3.6
Tennessee,1993,Commercial,3.6
Tennessee,1994,Commercial,3.5
Tennessee,1995,Commercial,3.6
Tennessee,1996,Commercial,4
Tennessee,1997,Commercial,3.9
Tennessee,1998,Commercial,3.5
Tennessee,1999,Commercial,3.7
Tennessee,2000,Commercial,3.9
Tennessee,2001,Commercial,3.8
Tennessee,2002,Commercial,3.7
Tennessee,2003,Commercial,4
Tennessee,2004,Commercial,3.8
Tennessee,2005,Commercial,3.5
Tennessee,2006,Commercial,3.4
Tennessee,2007,Commercial,3.5
Tennessee,2008,Commercial,3.7
Tennessee,2009,Commercial,3.7
Tennessee,2010,Commercial,3.9
Tennessee,2011,Commercial,3.6
Tennessee,2012,Commercial,3.1
Tennessee,2013,Commercial,3.5
Tennessee,2014,Commercial,3.8
Tennessee,2015,Commercial,3.9
Texas,1990,Commercial,11.8
Texas,1991,Commercial,11.9
Texas,1992,Commercial,12.1
Texas,1993,Commercial,10.8
Texas,1994,Commercial,11.2
Texas,1995,Commercial,13
Texas,1996,Commercial,11.2
Texas,1997,Commercial,13.2
Texas,1998,Commercial,11.2
Texas,1999,Commercial,11.4
Texas,2000,Commercial,13.7
Texas,2001,Commercial,11.8
Texas,2002,Commercial,14.3
Texas,2003,Commercial,14.2
Texas,2004,Commercial,11.9
Texas,2005,Commercial,10.6
Texas,2006,Commercial,9.7
Texas,2007,Commercial,10.1
Texas,2008,Commercial,10.8
Texas,2009,Commercial,11.1
Texas,2010,Commercial,12.1
Texas,2011,Commercial,12.6
Texas,2012,Commercial,11.1
Texas,2013,Commercial,11.5
Texas,2014,Commercial,12.1
Texas,2015,Commercial,13.4
Utah,1990,Commercial,1.7
Utah,1991,Commercial,1.9
Utah,1992,Commercial,1.6
Utah,1993,Commercial,1.7
Utah,1994,Commercial,1.9
Utah,1995,Commercial,1.9
Utah,1996,Commercial,2
Utah,1997,Commercial,2.2
Utah,1998,Commercial,2.2
Utah,1999,Commercial,2.2
Utah,2000,Commercial,2.1
Utah,2001,Commercial,2.3
Utah,2002,Commercial,2.6
Utah,2003,Commercial,2.2
Utah,2004,Commercial,2.5
Utah,2005,Commercial,2.3
Utah,2006,Commercial,2.2
Utah,2007,Commercial,2.3
Utah,2008,Commercial,2.4
Utah,2009,Commercial,2.4
Utah,2010,Commercial,2.4
Utah,2011,Commercial,2.6
Utah,2012,Commercial,2.3
Utah,2013,Commercial,2.7
Utah,2014,Commercial,2.5
Utah,2015,Commercial,2.4
Vermont,1990,Commercial,0.6
Vermont,1991,Commercial,0.6
Vermont,1992,Commercial,0.7
Vermont,1993,Commercial,0.7
Vermont,1994,Commercial,0.7
Vermont,1995,Commercial,0.6
Vermont,1996,Commercial,0.7
Vermont,1997,Commercial,0.7
Vermont,1998,Commercial,0.8
Vermont,1999,Commercial,0.7
Vermont,2000,Commercial,0.8
Vermont,2001,Commercial,0.8
Vermont,2002,Commercial,0.7
Vermont,2003,Commercial,0.8
Vermont,2004,Commercial,0.8
Vermont,2005,Commercial,0.7
Vermont,2006,Commercial,0.7
Vermont,2007,Commercial,0.7
Vermont,2008,Commercial,0.6
Vermont,2009,Commercial,0.7
Vermont,2010,Commercial,0.6
Vermont,2011,Commercial,0.6
Vermont,2012,Commercial,0.6
Vermont,2013,Commercial,0.8
Vermont,2014,Commercial,0.8
Vermont,2015,Commercial,1
Virginia,1990,Commercial,4.4
Virginia,1991,Commercial,4.2
Virginia,1992,Commercial,4.6
Virginia,1993,Commercial,5
Virginia,1994,Commercial,5.1
Virginia,1995,Commercial,5.3
Virginia,1996,Commercial,6.1
Virginia,1997,Commercial,5.6
Virginia,1998,Commercial,5.4
Virginia,1999,Commercial,5.4
Virginia,2000,Commercial,5.9
Virginia,2001,Commercial,5.4
Virginia,2002,Commercial,5
Virginia,2003,Commercial,5.8
Virginia,2004,Commercial,5.6
Virginia,2005,Commercial,5.6
Virginia,2006,Commercial,5
Virginia,2007,Commercial,5.1
Virginia,2008,Commercial,4.9
Virginia,2009,Commercial,4.9
Virginia,2010,Commercial,5
Virginia,2011,Commercial,4.6
Virginia,2012,Commercial,4.5
Virginia,2013,Commercial,4.9
Virginia,2014,Commercial,5.3
Virginia,2015,Commercial,5.9
Washington,1990,Commercial,3.2
Washington,1991,Commercial,3.3
Washington,1992,Commercial,2.8
Washington,1993,Commercial,3.1
Washington,1994,Commercial,3.1
Washington,1995,Commercial,3.2
Washington,1996,Commercial,3.3
Washington,1997,Commercial,3.3
Washington,1998,Commercial,3.1
Washington,1999,Commercial,3.5
Washington,2000,Commercial,3.5
Washington,2001,Commercial,3.9
Washington,2002,Commercial,3.3
Washington,2003,Commercial,3.3
Washington,2004,Commercial,3.1
Washington,2005,Commercial,3.3
Washington,2006,Commercial,3.4
Washington,2007,Commercial,3.4
Washington,2008,Commercial,3.9
Washington,2009,Commercial,3.7
Washington,2010,Commercial,3.7
Washington,2011,Commercial,3.8
Washington,2012,Commercial,3.7
Washington,2013,Commercial,3.8
Washington,2014,Commercial,3.8
Washington,2015,Commercial,4.1
West Virginia,1990,Commercial,2
West Virginia,1991,Commercial,1.8
West Virginia,1992,Commercial,1.9
West Virginia,1993,Commercial,1.8
West Virginia,1994,Commercial,1.8
West Virginia,1995,Commercial,1.8
West Virginia,1996,Commercial,2
West Virginia,1997,Commercial,1.9
West Virginia,1998,Commercial,2
West Virginia,1999,Commercial,2.1
West Virginia,2000,Commercial,2.2
West Virginia,2001,Commercial,1.9
West Virginia,2002,Commercial,1.7
West Virginia,2003,Commercial,1.8
West Virginia,2004,Commercial,1.7
West Virginia,2005,Commercial,1.8
West Virginia,2006,Commercial,1.6
West Virginia,2007,Commercial,1.6
West Virginia,2008,Commercial,1.6
West Virginia,2009,Commercial,1.5
West Virginia,2010,Commercial,1.6
West Virginia,2011,Commercial,1.6
West Virginia,2012,Commercial,1.5
West Virginia,2013,Commercial,1.6
West Virginia,2014,Commercial,1.6
West Virginia,2015,Commercial,1.7
Wisconsin,1990,Commercial,4.8
Wisconsin,1991,Commercial,5
Wisconsin,1992,Commercial,4.8
Wisconsin,1993,Commercial,5.2
Wisconsin,1994,Commercial,5.1
Wisconsin,1995,Commercial,5.5
Wisconsin,1996,Commercial,6
Wisconsin,1997,Commercial,5.9
Wisconsin,1998,Commercial,5.6
Wisconsin,1999,Commercial,5.7
Wisconsin,2000,Commercial,5.6
Wisconsin,2001,Commercial,5.4
Wisconsin,2002,Commercial,5.8
Wisconsin,2003,Commercial,6.1
Wisconsin,2004,Commercial,5.7
Wisconsin,2005,Commercial,6.2
Wisconsin,2006,Commercial,5.3
Wisconsin,2007,Commercial,5.5
Wisconsin,2008,Commercial,6.5
Wisconsin,2009,Commercial,5.8
Wisconsin,2010,Commercial,5.2
Wisconsin,2011,Commercial,5.5
Wisconsin,2012,Commercial,4.7
Wisconsin,2013,Commercial,6
Wisconsin,2014,Commercial,6.5
Wisconsin,2015,Commercial,6
Wyoming,1990,Commercial,0.8
Wyoming,1991,Commercial,0.9
Wyoming,1992,Commercial,0.7
Wyoming,1993,Commercial,1
Wyoming,1994,Commercial,1
Wyoming,1995,Commercial,0.9
Wyoming,1996,Commercial,1.3
Wyoming,1997,Commercial,0.9
Wyoming,1998,Commercial,0.9
Wyoming,1999,Commercial,0.9
Wyoming,2000,Commercial,1
Wyoming,2001,Commercial,1
Wyoming,2002,Commercial,0.9
Wyoming,2003,Commercial,0.9
Wyoming,2004,Commercial,0.9
Wyoming,2005,Commercial,0.8
Wyoming,2006,Commercial,0.8
Wyoming,2007,Commercial,0.9
Wyoming,2008,Commercial,0.9
Wyoming,2009,Commercial,0.9
Wyoming,2010,Commercial,0.9
Wyoming,2011,Commercial,1.2
Wyoming,2012,Commercial,1
Wyoming,2013,Commercial,1.1
Wyoming,2014,Commercial,1.1
Wyoming,2015,Commercial,1.1
United States,1990,Commercial,225.5
United States,1991,Commercial,226.5
United States,1992,Commercial,227.5
United States,1993,Commercial,225.2
United States,1994,Commercial,227.6
United States,1995,Commercial,230.7
United States,1996,Commercial,239.5
United States,1997,Commercial,239.7
United States,1998,Commercial,223
United States,1999,Commercial,225.1
United States,2000,Commercial,237.7
United States,2001,Commercial,228.6
United States,2002,Commercial,230.2
United States,2003,Commercial,240.8
United States,2004,Commercial,237.4
United States,2005,Commercial,226.6
United States,2006,Commercial,206.9
United States,2007,Commercial,216.4
United States,2008,Commercial,225.4
United States,2009,Commercial,222.8
United States,2010,Commercial,220.2
United States,2011,Commercial,221.1
United States,2012,Commercial,200.6
United States,2013,Commercial,222.5
United States,2014,Commercial,233.3
United States,2015,Commercial,241.4
Alabama,1990,Electricity,50.9
Alabama,1991,Electricity,54.8
Alabama,1992,Electricity,57.6
Alabama,1993,Electricity,63.6
Alabama,1994,Electricity,59.6
Alabama,1995,Electricity,65.1
Alabama,1996,Electricity,70.3
Alabama,1997,Electricity,68.6
Alabama,1998,Electricity,70.6
Alabama,1999,Electricity,71.8
Alabama,2000,Electricity,76.7
Alabama,2001,Electricity,73.9
Alabama,2002,Electricity,77.4
Alabama,2003,Electricity,78.2
Alabama,2004,Electricity,77.6
Alabama,2005,Electricity,81.3
Alabama,2006,Electricity,83.6
Alabama,2007,Electricity,85.9
Alabama,2008,Electricity,81
Alabama,2009,Electricity,66.4
Alabama,2010,Electricity,76.7
Alabama,2011,Electricity,74
Alabama,2012,Electricity,66.5
Alabama,2013,Electricity,64.2
Alabama,2014,Electricity,65.1
Alabama,2015,Electricity,61.9
Alaska,1990,Electricity,2.6
Alaska,1991,Electricity,2.5
Alaska,1992,Electricity,2.3
Alaska,1993,Electricity,2.3
Alaska,1994,Electricity,2.3
Alaska,1995,Electricity,2.4
Alaska,1996,Electricity,2.5
Alaska,1997,Electricity,2.7
Alaska,1998,Electricity,2.9
Alaska,1999,Electricity,3
Alaska,2000,Electricity,3.2
Alaska,2001,Electricity,3.3
Alaska,2002,Electricity,3.3
Alaska,2003,Electricity,3
Alaska,2004,Electricity,3.2
Alaska,2005,Electricity,3.2
Alaska,2006,Electricity,3.5
Alaska,2007,Electricity,3.3
Alaska,2008,Electricity,3.3
Alaska,2009,Electricity,3.2
Alaska,2010,Electricity,3
Alaska,2011,Electricity,3.2
Alaska,2012,Electricity,3.1
Alaska,2013,Electricity,2.6
Alaska,2014,Electricity,2.9
Alaska,2015,Electricity,2.9
Arizona,1990,Electricity,32.5
Arizona,1991,Electricity,32.8
Arizona,1992,Electricity,35.4
Arizona,1993,Electricity,36.6
Arizona,1994,Electricity,38.1
Arizona,1995,Electricity,32.4
Arizona,1996,Electricity,32.4
Arizona,1997,Electricity,35.1
Arizona,1998,Electricity,37.6
Arizona,1999,Electricity,39.8
Arizona,2000,Electricity,44.7
Arizona,2001,Electricity,46
Arizona,2002,Electricity,45
Arizona,2003,Electricity,46.1
Arizona,2004,Electricity,51.7
Arizona,2005,Electricity,50.8
Arizona,2006,Electricity,52.7
Arizona,2007,Electricity,55.2
Arizona,2008,Electricity,57.6
Arizona,2009,Electricity,52.5
Arizona,2010,Electricity,54.4
Arizona,2011,Electricity,52.3
Arizona,2012,Electricity,51.3
Arizona,2013,Electricity,54.7
Arizona,2014,Electricity,53.1
Arizona,2015,Electricity,49.6
Arkansas,1990,Electricity,21.3
Arkansas,1991,Electricity,21.3
Arkansas,1992,Electricity,21.6
Arkansas,1993,Electricity,19.4
Arkansas,1994,Electricity,21.6
Arkansas,1995,Electricity,23.5
Arkansas,1996,Electricity,25.7
Arkansas,1997,Electricity,24.1
Arkansas,1998,Electricity,25.7
Arkansas,1999,Electricity,26.8
Arkansas,2000,Electricity,26.4
Arkansas,2001,Electricity,27
Arkansas,2002,Electricity,25.5
Arkansas,2003,Electricity,26.3
Arkansas,2004,Electricity,27.1
Arkansas,2005,Electricity,25.3
Arkansas,2006,Electricity,27.4
Arkansas,2007,Electricity,28.6
Arkansas,2008,Electricity,29
Arkansas,2009,Electricity,28.8
Arkansas,2010,Electricity,32.3
Arkansas,2011,Electricity,34.2
Arkansas,2012,Electricity,34.6
Arkansas,2013,Electricity,35.5
Arkansas,2014,Electricity,35.5
Arkansas,2015,Electricity,27
California,1990,Electricity,40.4
California,1991,Electricity,38
California,1992,Electricity,45.6
California,1993,Electricity,42
California,1994,Electricity,49.5
California,1995,Electricity,37.1
California,1996,Electricity,32.8
California,1997,Electricity,35.8
